0;0;0;0;land;false;unknown;0
1;205;179;252;land;false;urban;1
2;246;185;220;land;true;marsh;1
3;242;252;241;land;true;urban;1
4;233;168;131;land;true;desert;1
5;107;218;223;land;false;jungle;1
6;233;217;188;land;false;marsh;1
7;252;49;223;land;false;marsh;1
8;248;175;222;land;true;jungle;1
9;145;240;154;land;true;forest;1
10;207;235;129;land;true;urban;1
11;252;82;221;land;true;forest;1
12;110;218;241;land;true;marsh;1
13;218;214;128;land;true;marsh;1
14;183;236;224;land;false;marsh;1
15;220;172;170;land;true;urban;1
16;237;174;212;land;false;urban;1
17;217;194;93;land;false;desert;1
18;37;253;212;land;true;marsh;1
19;153;155;230;land;false;marsh;1
20;236;94;176;land;false;desert;1
21;162;143;238;land;false;marsh;1
22;232;168;134;land;true;marsh;1
23;117;219;173;land;false;urban;1
24;212;172;174;land;true;marsh;1
25;196;250;209;land;true;desert;1
26;114;161;230;land;true;forest;1
27;216;215;83;land;false;marsh;1
28;142;171;213;land;false;urban;1
29;229;158;247;land;true;forest;1
30;103;239;180;land;false;desert;1
31;214;192;139;land;true;forest;1
32;109;252;183;land;false;marsh;1
33;195;180;230;land;true;marsh;1
34;233;63;244;land;true;urban;1
35;243;174;237;land;true;jungle;1
36;199;219;237;land;false;urban;1
37;211;221;193;land;false;urban;1
38;243;132;244;land;false;urban;1
39;252;93;229;land;false;urban;1
40;245;243;232;land;false;urban;1
41;227;112;182;land;false;marsh;1
42;97;212;245;land;false;marsh;1
43;242;189;150;land;false;urban;1
44;115;248;185;land;false;marsh;1
45;211;240;229;land;false;desert;1
46;241;68;244;land;true;forest;1
47;248;114;220;land;false;marsh;1
48;233;232;189;land;true;urban;1
49;193;210;204;land;true;urban;1
50;249;191;197;land;false;forest;1
51;176;212;215;land;false;urban;1
52;99;231;253;land;false;marsh;1
53;202;163;188;land;false;marsh;1
54;53;220;233;land;false;jungle;1
55;207;254;234;land;true;urban;1
56;246;208;138;land;false;jungle;1
57;54;245;254;land;true;forest;1
58;211;49;253;land;false;marsh;1
59;239;183;146;land;true;marsh;1
60;150;228;197;land;true;urban;1
