0;0;0;0;land;false;unknown;0
1;141;243;181;land;false;plains;1
2;199;89;241;land;true;plains;1
3;218;242;185;land;false;plains;1
4;230;60;224;land;false;plains;1
5;204;254;107;land;false;plains;1
6;238;161;108;land;false;plains;1
7;100;221;213;land;false;plains;1
8;191;144;245;land;false;plains;1
9;208;225;227;land;false;plains;1
10;233;202;82;land;false;plains;1
11;226;180;207;land;false;plains;1
12;239;172;135;land;false;plains;1
13;236;205;237;land;false;plains;1
14;156;160;203;land;false;plains;1
15;168;182;251;land;false;plains;1
16;243;136;157;land;false;plains;1
17;123;193;229;land;false;plains;1
18;225;48;252;land;false;plains;1
19;196;251;77;land;false;plains;1
20;118;240;199;land;false;plains;1
21;98;243;220;land;false;plains;1
22;96;220;242;land;false;plains;1
23;241;89;207;land;false;plains;1
24;190;210;189;land;false;plains;1
25;236;160;239;land;false;plains;1
26;93;195;234;land;false;plains;1
27;97;200;226;land;false;plains;1
28;98;254;161;land;true;plains;1
29;202;186;249;land;false;plains;1
30;217;162;136;land;false;plains;1
31;238;45;250;land;false;plains;1
32;205;117;232;land;false;plains;1
33;239;233;159;land;false;plains;1
34;238;187;112;land;false;plains;1
35;152;254;217;land;false;plains;1
36;212;245;123;land;false;plains;1
37;233;124;148;land;false;plains;1
38;180;249;202;land;false;plains;1
39;244;132;216;land;false;plains;1
40;204;218;210;land;false;plains;1
41;32;238;250;land;false;plains;1
42;239;62;205;land;false;plains;1
43;201;239;141;land;false;plains;1
44;184;249;85;land;false;plains;1
45;158;229;232;land;false;plains;1
46;104;224;199;land;false;plains;1
47;176;116;211;land;false;plains;1
48;172;219;224;land;false;plains;1
49;218;188;121;land;false;plains;1
50;168;216;235;land;false;plains;1
51;195;214;156;land;false;plains;1
52;224;253;212;land;true;plains;1
53;126;229;163;land;false;plains;1
54;82;216;212;land;false;plains;1
55;110;247;240;land;false;plains;1
56;223;145;137;land;false;plains;1
57;218;201;196;land;false;plains;1
58;193;169;248;land;false;plains;1
59;155;117;231;land;false;plains;1
60;226;93;220;land;false;plains;1
61;144;205;222;land;false;plains;1
62;226;187;186;land;false;plains;1
63;222;137;189;land;true;plains;1
64;172;130;220;land;false;plains;1
65;66;201;248;land;false;plains;1
66;248;242;234;land;false;plains;1
67;184;140;188;land;false;plains;1
68;108;215;201;land;false;plains;1
69;221;207;230;land;false;plains;1
70;230;253;64;land;false;plains;1
71;225;136;242;land;false;plains;1
72;229;149;199;land;false;plains;1
73;213;126;175;land;false;plains;1
74;190;125;211;land;false;plains;1
75;188;196;136;land;false;plains;1
76;203;51;252;land;false;plains;1
77;247;134;211;land;false;plains;1
78;177;77;252;land;false;plains;1
79;177;214;140;land;false;plains;1
80;161;229;201;land;false;plains;1
81;194;165;181;land;true;plains;1
82;187;108;246;land;false;plains;1
83;159;210;254;land;false;plains;1
84;235;148;241;land;false;plains;1
85;216;166;133;land;false;plains;1
86;160;222;223;land;false;plains;1
87;195;225;252;land;false;plains;1
88;150;221;237;land;false;plains;1
89;178;231;138;land;false;plains;1
90;139;179;202;land;false;plains;1
91;230;235;198;land;false;plains;1
92;204;249;95;land;false;plains;1
93;236;227;231;land;false;plains;1
94;232;242;247;land;false;plains;1
95;183;230;214;land;false;plains;1
96;212;222;152;land;false;plains;1
97;155;241;230;land;false;plains;1
98;230;241;65;land;false;plains;1
99;84;236;203;land;false;plains;1
100;247;233;57;land;false;plains;1
101;125;247;195;land;false;plains;1
102;141;234;231;land;false;plains;1
103;208;108;234;land;false;plains;1
104;82;224;216;land;false;plains;1
105;139;244;129;land;false;plains;1
106;252;243;142;land;false;plains;1
107;107;220;201;land;true;plains;1
108;187;174;225;land;false;plains;1
109;132;249;122;land;false;plains;1
110;216;250;136;land;false;plains;1
111;250;148;230;land;false;plains;1
112;156;231;253;land;false;plains;1
113;172;249;225;land;true;plains;1
114;207;150;216;land;false;plains;1
115;201;73;229;land;false;plains;1
116;133;226;230;land;false;plains;1
117;226;228;117;land;false;plains;1
118;91;242;242;land;true;plains;1
119;203;251;250;land;false;plains;1
120;238;152;149;land;false;plains;1
121;171;241;105;land;false;plains;1
122;232;93;184;land;false;plains;1
123;227;176;164;land;false;plains;1
124;114;228;238;land;false;plains;1
125;198;121;248;land;false;plains;1
126;243;140;204;land;false;plains;1
127;156;226;209;land;false;plains;1
128;230;247;233;land;false;plains;1
129;104;204;235;land;false;plains;1
130;124;191;197;land;false;plains;1
131;210;90;239;land;false;plains;1
132;197;184;152;land;false;plains;1
133;170;121;241;land;true;plains;1
134;220;147;242;land;false;plains;1
135;231;76;233;land;false;plains;1
136;252;237;225;land;false;plains;1
137;240;200;149;land;false;plains;1
138;69;192;252;land;false;plains;1
139;206;245;135;land;false;plains;1
140;165;217;178;land;false;plains;1
141;215;245;223;land;false;plains;1
142;165;233;214;land;false;plains;1
143;203;253;69;land;false;plains;1
144;81;242;241;land;false;plains;1
145;156;235;180;land;false;plains;1
146;212;220;220;land;true;plains;1
147;216;245;129;land;false;plains;1
148;60;246;199;land;false;plains;1
149;103;233;214;land;true;plains;1
150;101;198;220;land;false;plains;1
151;102;236;251;land;false;plains;1
152;217;226;210;land;false;plains;1
153;249;40;224;land;false;plains;1
154;182;202;184;land;false;plains;1
155;149;164;226;land;false;plains;1
156;189;93;235;land;false;plains;1
157;217;134;239;land;false;plains;1
158;127;224;250;land;false;plains;1
159;247;148;157;land;false;plains;1
160;224;152;210;land;false;plains;1
161;238;188;129;land;false;plains;1
162;151;169;242;land;false;plains;1
163;182;119;201;land;false;plains;1
164;195;127;248;land;false;plains;1
165;220;225;160;land;false;plains;1
166;189;218;197;land;false;plains;1
167;217;175;112;land;false;plains;1
168;250;98;191;land;false;plains;1
169;241;172;179;land;false;plains;1
170;174;229;236;land;false;plains;1
171;242;247;182;land;false;plains;1
172;217;95;193;land;false;plains;1
173;202;81;236;land;false;plains;1
174;130;163;228;land;false;plains;1
175;241;188;115;land;true;plains;1
176;58;221;254;land;false;plains;1
177;190;204;243;land;false;plains;1
178;190;239;168;land;false;plains;1
179;196;66;246;land;false;plains;1
180;252;226;53;land;false;plains;1
181;190;175;185;land;true;plains;1
182;156;252;172;land;false;plains;1
183;154;249;162;land;false;plains;1
184;187;104;247;land;false;plains;1
185;165;249;235;land;false;plains;1
186;234;238;31;land;false;plains;1
187;240;204;194;land;false;plains;1
188;149;151;254;land;false;plains;1
189;222;159;142;land;false;plains;1
190;252;201;115;land;false;plains;1
191;220;218;125;land;false;plains;1
192;139;127;237;land;false;plains;1
193;149;211;187;land;false;plains;1
194;245;179;204;land;false;plains;1
195;190;242;140;land;false;plains;1
196;237;90;233;land;false;plains;1
197;188;149;235;land;false;plains;1
198;113;248;200;land;false;plains;1
199;132;145;232;land;true;plains;1
200;251;173;238;land;false;plains;1
201;206;137;234;land;false;plains;1
202;251;234;214;land;false;plains;1
203;186;201;166;land;false;plains;1
204;244;236;89;land;false;plains;1
205;226;228;124;land;false;plains;1
206;233;248;74;land;false;plains;1
207;138;141;246;land;false;plains;1
208;191;232;216;land;true;plains;1
209;122;248;201;land;false;plains;1
210;129;243;250;land;false;plains;1
211;180;89;245;land;false;plains;1
212;209;158;208;land;false;plains;1
213;124;207;184;land;false;plains;1
214;153;148;243;land;false;plains;1
215;225;166;242;land;false;plains;1
216;181;233;231;land;false;plains;1
217;229;181;163;land;false;plains;1
218;147;145;243;land;false;plains;1
219;221;228;117;land;false;plains;1
220;203;164;193;land;false;plains;1
221;60;254;241;land;false;plains;1
222;112;247;181;land;false;plains;1
223;145;166;190;land;false;plains;1
224;137;232;178;land;false;plains;1
225;218;133;234;land;false;plains;1
226;142;254;175;land;false;plains;1
227;149;213;218;land;false;plains;1
228;148;228;234;land;false;plains;1
229;189;193;182;land;false;plains;1
230;145;222;198;land;false;plains;1
231;238;116;157;land;false;plains;1
232;227;219;141;land;false;plains;1
233;167;228;150;land;false;plains;1
234;218;249;79;land;false;plains;1
235;236;213;132;land;false;plains;1
236;196;208;129;land;false;plains;1
237;231;220;226;land;true;plains;1
238;214;168;237;land;false;plains;1
239;243;182;91;land;false;plains;1
240;154;222;247;land;false;plains;1
241;248;33;236;land;false;plains;1
242;252;241;145;land;false;plains;1
243;234;208;89;land;false;plains;1
244;126;140;253;land;false;plains;1
245;196;228;80;land;false;plains;1
246;243;164;203;land;false;plains;1
247;236;112;208;land;false;plains;1
248;173;163;236;land;false;plains;1
249;143;185;245;land;false;plains;1
250;248;227;136;land;false;plains;1
251;100;155;251;land;false;plains;1
252;168;252;135;land;false;plains;1
253;184;217;128;land;false;plains;1
254;29;247;228;land;false;plains;1
255;120;163;245;land;false;plains;1
256;173;141;233;land;false;plains;1
257;144;151;245;land;false;plains;1
258;219;96;245;land;false;plains;1
259;233;163;149;land;false;plains;1
260;105;236;200;land;false;plains;1
261;215;88;218;land;false;plains;1
262;191;240;182;land;true;plains;1
263;231;165;107;land;false;plains;1
264;86;231;208;land;false;plains;1
265;209;202;227;land;false;plains;1
266;247;134;226;land;false;plains;1
267;199;228;208;land;false;plains;1
268;107;217;198;land;false;plains;1
269;240;157;160;land;false;plains;1
270;200;194;157;land;false;plains;1
271;253;224;147;land;false;plains;1
272;203;162;198;land;false;plains;1
273;152;242;187;land;false;plains;1
274;253;187;183;land;false;plains;1
275;252;247;215;land;false;plains;1
