773;radar_station;3953.00;10.50;4.00;1.52;0
771;radar_station;2120.00;10.43;3.00;0.67;0
755;radar_station;1840.00;16.88;8.00;3.51;0
1;arms_factory;3194.00;10.50;1719.00;1.73;0
1;arms_factory;3025.00;10.50;1618.00;4.39;0
1;arms_factory;3121.00;10.80;1691.00;0.78;0
1;arms_factory;3411.00;10.00;1928.00;4.90;0
1;arms_factory;3093.00;10.90;1701.00;5.00;0
1;arms_factory;3090.00;10.70;1671.00;2.84;0
1;industrial_complex;3381.00;10.00;1914.00;5.50;0
1;industrial_complex;3096.00;10.80;1692.00;0.78;0
1;industrial_complex;3062.00;10.70;1685.00;3.45;0
1;industrial_complex;3155.00;10.82;1732.00;1.29;0
1;industrial_complex;3094.00;10.60;1673.00;5.41;0
1;industrial_complex;3063.00;10.60;1671.00;5.51;0
1;air_base;3342.00;10.15;1855.00;3.35;0
1;supply_node;3059.00;10.50;1666.00;0.49;0
1;supply_node;3191.00;10.50;1715.00;3.42;0
1;supply_node;3144.00;11.00;1735.00;6.01;0
1;supply_node;3043.00;10.43;1649.00;2.66;0
1;supply_node;3129.00;10.80;1699.00;4.14;0
1;supply_node;3344.00;10.18;1866.00;1.90;0
1;supply_node;3082.00;10.60;1665.00;4.83;0
1;supply_node;3289.00;10.10;1810.00;0.03;0
1;supply_node;3208.00;10.50;1716.00;4.07;0
1;supply_node;3396.00;10.18;1925.00;5.55;0
1;supply_node;3118.00;10.62;1680.00;2.20;0
1;supply_node;3031.00;10.50;1627.00;6.25;0
1;supply_node;3324.00;10.35;1849.00;1.44;0
1;supply_node;3037.00;10.50;1618.00;4.37;0
1;supply_node;3159.00;10.60;1702.00;0.68;0
1;supply_node;3165.00;10.68;1724.00;3.61;0
1;supply_node;3067.00;10.70;1688.00;0.26;0
1;supply_node;3379.00;10.10;1901.00;2.85;0
1;supply_node;3304.00;10.30;1836.00;5.79;0
1;supply_node;3087.00;10.93;1705.00;0.98;0
1;supply_node;3040.00;10.50;1673.00;5.02;0
1;supply_node;3060.00;10.50;1641.00;1.67;0
1;supply_node;3011.00;10.50;1623.00;3.15;0
1;supply_node;3017.00;10.50;1613.00;0.91;0
1;naval_base;3328.00;9.50;1836.00;0.14;6895
1;naval_base;3392.00;10.05;1908.00;0.79;6895
1;naval_base;3026.00;10.43;1632.00;-2.55;7058
1;naval_base;3296.00;9.50;1800.00;1.57;6895
1;naval_base;3187.00;10.07;1703.00;-0.29;7711
1;naval_base;3073.00;10.18;1647.00;0.79;7058
1;naval_base;3160.00;10.57;1713.00;-4.57;7711
1;naval_base;3292.00;9.50;1822.00;0.00;6895
1;naval_base;3136.00;9.95;1734.00;-0.98;7711
1;naval_base;3143.00;10.18;1678.00;1.07;7711
1;naval_base;3089.00;10.18;1666.00;-0.12;7058
1;naval_base;3062.00;10.43;1711.00;-1.98;7045
1;naval_base;3051.00;10.43;1698.00;-2.28;7045
1;naval_base;3010.00;10.10;1631.00;-1.82;7058
1;naval_base;3041.00;10.40;1638.00;-0.27;7058
1;naval_base;3020.00;10.50;1609.00;0.00;7058
1;naval_base;3355.00;9.82;1859.00;0.43;6895
1;naval_base;3044.00;10.10;1622.00;0.79;7058
1;naval_base;3207.00;10.10;1731.00;-3.14;6847
1;naval_base;3168.00;10.05;1731.00;-4.12;6895
1;naval_base;3034.00;9.70;1685.00;-1.95;7045
1;naval_base;3138.00;10.78;1716.00;-3.67;7711
1;naval_base;3411.00;10.00;1920.00;1.37;6895
1;bunker;3092.00;10.93;1706.00;0.04;0
1;bunker;3039.00;10.50;1620.00;2.70;0
1;bunker;3061.00;10.70;1696.00;5.72;0
1;bunker;3012.00;10.50;1625.00;0.64;0
1;bunker;3142.00;10.78;1700.00;4.76;0
1;bunker;3213.00;10.50;1710.00;2.61;0
1;bunker;3074.00;10.60;1663.00;2.71;0
1;bunker;3390.00;10.10;1908.00;0.55;0
1;bunker;3049.00;10.50;1661.00;4.77;0
1;bunker;3132.00;10.60;1675.00;1.16;0
1;bunker;3145.00;11.00;1737.00;5.28;0
1;bunker;3336.00;10.30;1875.00;0.20;0
1;bunker;3204.00;10.45;1711.00;3.22;0
1;bunker;3410.00;10.00;1930.00;5.88;0
1;bunker;3167.00;10.62;1718.00;2.26;0
1;bunker;3296.00;10.40;1844.00;0.11;0
1;bunker;3037.00;10.50;1673.00;1.67;0
1;bunker;3156.00;10.60;1697.00;5.79;0
1;bunker;3026.00;10.48;1631.00;0.71;0
1;bunker;3323.00;10.30;1840.00;4.83;0
1;bunker;3019.00;10.50;1617.00;0.11;0
1;bunker;3054.00;10.50;1638.00;2.78;0
1;bunker;3039.00;10.40;1654.00;5.44;0
1;bunker;3282.00;10.07;1815.00;2.17;0
1;coastal_bunker;3018.00;9.70;1608.00;0.00;0
1;coastal_bunker;3286.00;10.07;1814.00;1.57;0
1;coastal_bunker;3129.00;9.73;1673.00;1.07;0
1;coastal_bunker;3293.00;9.80;1823.00;0.00;0
1;coastal_bunker;3153.00;10.18;1713.00;-4.57;0
1;coastal_bunker;3082.00;10.18;1658.00;-0.12;0
1;coastal_bunker;3208.00;10.38;1727.00;-3.14;0
1;coastal_bunker;3203.00;10.03;1733.00;-3.42;0
1;coastal_bunker;3039.00;10.03;1610.00;0.79;0
1;coastal_bunker;3129.00;9.50;1742.00;-0.98;0
1;coastal_bunker;3019.00;10.50;1632.00;-2.55;0
1;coastal_bunker;3069.00;10.07;1639.00;0.79;0
1;coastal_bunker;3381.00;10.10;1899.00;0.79;0
1;coastal_bunker;3334.00;9.85;1841.00;0.43;0
1;coastal_bunker;3039.00;10.03;1636.00;-0.27;0
1;coastal_bunker;3034.00;9.70;1683.00;-1.95;0
1;coastal_bunker;3405.00;9.73;1913.00;1.37;0
1;coastal_bunker;3170.00;9.90;1737.00;-4.12;0
1;coastal_bunker;3062.00;10.43;1711.00;-1.98;0
1;coastal_bunker;3005.00;9.65;1620.00;-1.82;0
1;coastal_bunker;3051.00;9.65;1700.00;-2.28;0
1;coastal_bunker;3143.00;10.70;1714.00;-3.67;0
1;coastal_bunker;3324.00;9.82;1834.00;0.14;0
1;dockyard;3366.00;9.88;1877.00;0.79;0
1;anti_air_building;3054.00;10.60;1697.00;4.46;0
1;anti_air_building;3064.00;10.50;1648.00;6.03;0
1;anti_air_building;3205.00;10.50;1716.00;2.41;0
1;synthetic_refinery;3190.00;10.50;1715.00;0.25;0
1;fuel_silo;3353.00;10.20;1873.00;1.45;0
1;rocket_site;3126.00;10.90;1701.00;0.85;0
1;nuclear_reactor;3165.00;10.70;1734.00;3.52;0
3;floating_harbor;765.00;9.50;2797.00;-4.54;6580
4;arms_factory;843.00;12.25;2760.00;5.50;0
4;arms_factory;932.00;14.93;2790.00;0.78;0
4;arms_factory;943.00;11.90;2788.00;3.45;0
4;arms_factory;839.00;13.03;2778.00;1.29;0
4;arms_factory;906.00;12.80;2788.00;5.41;0
4;arms_factory;894.00;10.28;2809.00;5.51;0
4;industrial_complex;900.00;10.73;2758.00;3.35;0
4;industrial_complex;920.00;13.75;2788.00;6.01;0
4;industrial_complex;895.00;11.55;2777.00;2.40;0
4;industrial_complex;899.00;10.35;2776.00;3.96;0
4;industrial_complex;871.00;12.15;2809.00;1.80;0
4;industrial_complex;876.00;13.40;2758.00;3.00;0
4;air_base;872.00;10.85;2797.00;0.84;0
4;supply_node;922.00;15.40;2796.00;4.83;0
4;supply_node;877.00;14.23;2809.00;0.03;0
4;supply_node;867.00;15.68;2774.00;4.07;0
4;supply_node;953.00;14.18;2803.00;5.55;0
4;naval_base;897.00;10.10;2753.00;-1.12;7566
4;naval_base;942.00;10.73;2785.00;0.21;7566
4;naval_base;955.00;11.25;2790.00;0.90;7566
4;naval_base;862.00;11.00;2814.00;-1.51;7745
4;bunker;946.00;15.07;2797.00;5.58;0
4;bunker;841.00;12.60;2765.00;1.96;0
4;bunker;944.00;14.50;2814.00;6.08;0
4;bunker;873.00;14.12;2811.00;6.18;0
4;coastal_bunker;917.00;10.43;2763.00;0.21;0
4;coastal_bunker;906.00;10.57;2753.00;-1.12;0
4;coastal_bunker;862.00;10.95;2806.00;-1.51;0
4;coastal_bunker;955.00;10.60;2789.00;0.90;0
4;dockyard;846.00;10.20;2801.00;-2.33;0
4;anti_air_building;845.00;11.82;2791.00;5.13;0
4;anti_air_building;953.00;14.18;2803.00;1.52;0
4;anti_air_building;881.00;15.05;2771.00;4.54;0
4;synthetic_refinery;888.00;14.95;2770.00;5.74;0
4;fuel_silo;933.00;14.43;2807.00;3.58;0
4;radar_station;890.00;12.12;2780.00;1.21;0
4;rocket_site;880.00;16.23;2789.00;1.52;0
4;nuclear_reactor;863.00;12.85;2760.00;4.19;0
5;arms_factory;1222.00;12.32;2774.00;3.45;0
5;arms_factory;984.00;14.07;2760.00;1.29;0
5;arms_factory;1260.00;12.03;2756.00;5.41;0
5;arms_factory;1159.00;14.90;2783.00;5.51;0
5;arms_factory;1038.00;14.28;2775.00;3.35;0
5;arms_factory;960.00;15.57;2774.00;6.01;0
5;industrial_complex;1159.00;13.18;2775.00;2.40;0
5;industrial_complex;1105.00;13.85;2720.00;3.96;0
5;industrial_complex;1063.00;15.53;2799.00;1.80;0
5;industrial_complex;1281.00;12.00;2751.00;3.00;0
5;industrial_complex;1200.00;13.00;2798.00;0.84;0
5;industrial_complex;1231.00;12.30;2717.00;2.40;0
5;air_base;1245.00;12.28;2762.00;5.07;0
5;supply_node;1049.00;13.78;2746.00;4.07;0
5;supply_node;1129.00;13.62;2742.00;5.55;0
5;supply_node;1254.00;12.60;2740.00;2.20;0
5;supply_node;1152.00;14.05;2729.00;6.25;0
5;supply_node;1090.00;14.18;2757.00;1.44;0
5;supply_node;1284.00;12.60;2774.00;4.37;0
5;supply_node;1215.00;14.07;2696.00;0.68;0
5;supply_node;1074.00;13.53;2730.00;3.61;0
5;supply_node;1168.00;14.38;2704.00;0.26;0
5;supply_node;944.00;13.25;2768.00;2.85;0
5;supply_node;1212.00;13.50;2752.00;5.79;0
5;supply_node;1024.00;12.45;2808.00;0.98;0
5;supply_node;1222.00;15.10;2717.00;5.02;0
5;supply_node;985.00;14.10;2754.00;1.67;0
5;supply_node;1238.00;13.10;2804.00;3.15;0
5;supply_node;1071.00;16.12;2801.00;0.91;0
5;supply_node;1140.00;15.82;2799.00;2.39;0
5;supply_node;1010.00;12.45;2760.00;5.32;0
5;supply_node;1061.00;15.00;2771.00;1.63;0
5;supply_node;1110.00;15.85;2778.00;4.56;0
5;supply_node;1190.00;14.05;2718.00;1.21;0
5;supply_node;1247.00;13.68;2700.00;3.80;0
5;supply_node;1213.00;12.78;2778.00;0.45;0
5;supply_node;1253.00;12.75;2777.00;1.93;0
5;supply_node;1113.00;13.95;2725.00;5.97;0
5;supply_node;1292.00;12.40;2804.00;2.63;0
5;supply_node;1100.00;14.68;2802.00;4.10;0
5;supply_node;1028.00;13.43;2752.00;1.86;0
5;supply_node;1272.00;12.73;2715.00;3.34;0
5;supply_node;1164.00;14.98;2802.00;6.28;0
5;supply_node;1043.00;13.95;2793.00;4.03;0
5;supply_node;1186.00;14.53;2792.00;5.51;0
5;supply_node;1005.00;13.25;2798.00;2.16;0
5;supply_node;980.00;13.57;2787.00;4.75;0
5;supply_node;1159.00;13.40;2760.00;1.40;0
5;naval_base;927.00;11.73;2781.00;-2.12;7566
5;naval_base;965.00;9.98;2801.00;-2.26;7566
5;bunker;1033.00;12.62;2790.00;1.59;0
5;bunker;1224.00;12.40;2757.00;4.25;0
5;bunker;1252.00;12.90;2745.00;0.99;0
5;bunker;1258.00;13.30;2684.00;3.66;0
5;bunker;1173.00;13.85;2784.00;0.04;0
5;bunker;1228.00;14.32;2694.00;2.70;0
5;bunker;1121.00;12.82;2767.00;5.72;0
5;bunker;970.00;14.98;2798.00;0.64;0
5;bunker;1277.00;12.40;2813.00;4.76;0
